"","x"
"1233","MOB1AP1"
"1234","LINC01040"
"1235","TIMM8BP1"
"1236","MLNR"
"1237","FLT3"
"1238","CERK"
"1239","CST9L"
"1240","DUX4L37"
"1241","LINC01734"
"1242","TASP1"
"1243","HNRNPA1P11"
"1244","KRT18P8"
"1245","FAM216B"
"1246","EIF4A3P1"
"1247","GRPEL2P1"
"1248","PPP6R2"
"1249","WFDC9"
"1250","TMEM241"
"1251","KMT5AP1"
"1252","MIR4499"
"1253","MIR2276"
"1254","RNU5A-4P"
"1255","RNA5SP26"
"1256","RNU6-56P"
"1257","RN7SKP1"
"1258","SNORD116"
"1259","RNY3P9"
"1260","RN7SKP2"
"1261","MTCL2"
"1262","RNA5SP27"
"1263","RN7SL700P"
"1264","RNU6-60P"
"1265","RNY3P2"
"1266","RN7SL618P"
"1267","MIR5007"
"1268","RN7SKP6"
"1269","RNA5SP30"
"1270","RNY4P29"
"1271","MIR3169"
"1272","RNU7-88P"
"1273","RNY3P5"
"1274","RN7SL375P"
"1275","RN7SL761P"
"1276","RNU6-80P"
"1277","RNY1P8"
"1278","RNU4-10P"
"1279","RNU6-66P"
"1280","RNU6-79P"
"1281","RNY3P10"
"1282","RN7SL571P"
"1283","RNA5SP33"
"1284","RNU6-61P"
"1285","RNU6-54P"
"1286","RNY3P7"
"1287","RNU6-77P"
"1288","RNY3P3"
"1289","RNU6-38P"
"1290","RNU6-67P"
"1291","RN7SL60P"
"1292","SNORD31B"
"1293","MIR1267"
"1294","RNA5SP38"
"1295","NME1P1"
"1296","MTND3P1"
"1297","FTH1P7"
"1298","DDX39AP1"
"1299","SNORD36"
"1300","IPMKP1"
"1301","RFESDP1"
"1302","BASP1P1"
"1303","WFDC10A"
"1304","HMGA1P6"
"1305","RNY3P4"
"1306","RNU6-58P"
"1307","TATDN2P3"
"1308","SDAD1P4"
"1309","PPP1R16B"
"1310","RPLP1P13"
"1311","LINC00327"
"1312","LINC00352"
"1313","ITM2B"
"1314","FAM3B"
"1315","PPP1R26P1"
"1316","PCNPP5"
"1317","NPM1P19"
"1318","DHX35-DT"
"1319","TRIM13"
"1320","DHX35"
"1321","MIR3613"
"1322","KCNRG"
"1323","MX1-AS1"
"1324","MIR16-1"
"1325","MIR15A"
"1326","PRPF19P1"
"1327","RPL18P10"
"1328","ADAMTS1"
"1329","ST13P4"
"1330","RPL34P26"
"1331","RNA5SP28"
"1332","RNA5SP29"
"1333","ELP2"
"1334","RPL5P31"
"1335","PRELID3BP2"
"1336","MIR5693"
"1337","FAM124A"
"1338","IPO7P2"
"1339","ZAR1L"
"1340","IFIT1P1"
"1341","N4BP2L1"
"1342","RTL6"
"1343","PVALB"
"1344","MIS18A"
"1345","TOX2"
"1346","SYNGR1"
"1347","MRAP"
"1348","WDR4"
"1349","ATP8A2P2"
"1350","NDE1P2"
"1351","SMAD9-IT1"
"1352","LAMTOR3P1"
"1353","RPL29P28"
"1354","EIF4A1P5"
"1355","CSNK1A1L"
"1356","CTAGE3P"
"1357","RFXAP"
"1358","TRPC4"
"1359","PDGFB"
"1360","WFDC11"
"1361","CDC27P3"
"1362","RIPOR3"
"1363","MPPED1"
"1364","RPL35AP"
"1365","ATG3P1"
"1366","FAM83D"
"1367","SLC2A10"
"1368","RPL35AP36"
"1369","RPS2P7"
"1370","KCNB1"
"1371","PKDREJ"
"1372","LINC02556"
"1373","NDUFV3"
"1374","ANKRD54"
"1375","CDH22"
"1376","GABPA"
"1377","CFAP61-AS1"
"1378","DUX4L34"
"1379","TP53RK-DT"
"1380","NCOA3"
"1381","CLIC6"
"1382","TPTE"
"1383","FUNDC2P4"
"1384","TSPO"
"1385","RN7SL288P"
"1386","RN7SKP5"
"1387","ABITRAMP1"
"1388","RNU2-6P"
"1389","RNU6-68P"
"1390","PPP1R2P4"
"1391","OR7E101P"
"1392","COX17P1"
"1393","FKBP1AP3"
"1394","CPB2"
"1395","SKP1P4"
"1396","YES1P1"
"1397","CD226"
"1398","SHISAL1"
"1399","LCP1"
"1400","SCUBE1-AS1"
"1401","ZNRF3"
"1402","PIGN"
"1403","TBC1D22A-AS1"
"1404","RNA5SP494"
"1405","RNU6-1066P"
"1406","RN7SKP169"
"1407","SNORD42"
"1408","MIR5739"
"1409","SNORD83A"
"1410","MIR6821"
"1411","SNORD83B"
"1412","SNORD43"
"1413","MIR4535"
"1414","MIR3201"
"1415","RN7SKP214"
"1416","IGLCOR22-1"
"1417","SLC5A4-AS1"
"1418","SYNJ1"
"1419","CPSF1P1"
"1420","RFPL3"
"1421","SIAH3"
"1422","IGLCOR22-2"
"1423","MC3R"
"1424","NALCN"
"1425","IGLVIVOR22-2"
"1426","RGL4P1"
"1427","RTCB"
"1428","PREX1"
"1429","YWHAH"
"1430","RN7SL305P"
"1431","RPS3AP55"
"1432","ASPHD2"
"1433","SRRD"
"1434","TFIP11"
"1435","PTGIS"
"1436","RNU6-954P"
"1437","CCDC168"
"1438","NF1P3"
"1439","PPP6R2P1"
"1440","FRG2MP"
"1441","TEX30"
"1442","RNA5SP488"
"1443","RBM11"
"1444","HSPA13"
"1445","BIVM-ERCC5"
"1446","PCBP2P1"
"1447","CBLN4"
"1448","PSMG1"
"1449","DKKL1P1"
"1450","ATP9A"
"1451","BIVM"
"1452","MIR548J"
"1453","CRYBB1"
"1454","CRYBA4"
"1455","GAS6"
"1456","C1QTNF6"
"1457","RALY"
"1458","BRWD1"
"1459","SSTR3"
"1460","RPL39P41"
"1461","TMPRSS6"
"1462","NUDT15"
"1463","MED4"
"1464","MTND6P12"
"1465","HADHBP1"
"1466","PRKX-AS1"
"1467","PRKX"
"1468","POLR2KP2"
"1469","PSME2P2"
"1470","SGCG"
"1471","CFAP61"
"1472","RBM26"
"1473","DRAXINP1"
"1474","VCX2"
"1475","ANAPC15P1"
"1476","GS1-600G8.3"
"1477","NOLC1P1"
"1478","RPS5P8"
"1479","DGKH"
"1480","MTCYBP12"
"1481","RPS27AP20"
"1482","RPL6P30"
"1483","RPS10P29"
"1484","AMELX"
"1485","SPECC1L"
"1486","TIMM9P2"
"1487","BRWD1-IT1"
"1488","METTL21AP1"
"1489","SHROOM2"
"1490","HMGN1"
"1491","GAPDHP53"
"1492","SLC17A9"
"1493","RARRES2P3"
"1494","ANOS1"
"1495","MIR3649"
"1496","ADIPOR2"
"1497","RPS4XP14"
"1498","CACNA2D4"
"1499","PSMA7"
"1500","SPECC1L-ADORA2A"
"1501","ADORA2A"
"1502","SUCLA2"
"1503","CST9LP2"
"1504","RBBP8NL"
"1505","UPB1"
"1506","LINC00687"
"1507","CST3"
"1508","FAM9CP1"
"1509","RPL24P9"
"1510","FAM9B"
"1511","SNRPD3"
"1512","RPL12P4"
"1513","GID8"
"1514","HCCS"
"1515","CSTP2"
"1516","PMEPA1"
"1517","RNF6P1"
"1518","GET1-SH3BGR"
"1519","HIKESHIP1"
"1520","MIR6508"
"1521","MYL6P2"
"1522","RPS26P4"
"1523","NLGN4X"
"1524","LRRC75B"
"1525","JCADP1"
"1526","PCP4"
"1527","FAM204CP"
"1528","RN7SKP9"
"1529","H2AZP3"
"1530","GPR183"
"1531","DSCAM"
"1532","SNORA31B"
"1533","SNORA31"
"1534","RCN1P2"
"1535","ABHD13"
"1536","RNA5SP39"
"1537","HCFC2P1"
"1538","GGT1"
"1539","ESD"
"1540","PHACTR3-AS1"
"1541","CDK5RAP3P1"
"1542","LINC01056"
"1543","LINC01429"
"1544","ANAPC13P1"
"1545","EIF2S2"
"1546","GOT2P7"
"1547","MOCOS"
"1548","FAM9A"
"1549","HTR2A"
"1550","SRPX"
"1551","RNY4P28"
"1552","TARDBPP2"
"1553","MIR4760"
"1554","RNA5SP31"
"1555","DSCAM-IT1"
"1556","EIF4A1P6"
"1557","TDRD3"
"1558","YRDCP3"
"1559","MIR3197"
"1560","BACE2"
"1561","NETO1"
"1562","SOX18"
"1563","ACSS1"
"1564","RNU6-71P"
"1565","SPART"
"1566","GRPR"
"1567","TMSB10P2"
"1568","BEND2"
"1569","CNDP2"
"1570","RPL35AP37"
"1571","TMEM47"
"1572","PCSEAT"
"1573","LINC00111"
"1574","RIPK4"
"1575","UBE2E4P"
"1576","MDM4P1"
"1577","BRK1P1"
"1578","SRSF2P1"
"1579","KLHL34"
"1580","SMPX"
"1581","DOK5"
"1582","MIR6814"
"1583","RNA5SP492"
"1584","CNKSR2"
"1585","TFF2"
"1586","PSMC1P13"
"1587","STK24"
"1588","TFF1"
"1589","B4GALT5"
"1590","TMPRSS3"
"1591","ARL5AP4"
"1592","ACTR2P1"
"1593","CRIP1P4"
"1594","TAFA5"
"1595","HIGD1AP16"
"1596","RPL17P1"
"1597","SALL4"
"1598","MAPK1"
"1599","SCP2D1"
"1600","BHLHE23"
"1601","RPSAP1"
"1602","CDH4"
"1603","RCBTB2"
"1604","MTMR3"
"1605","LINC01910"
"1606","LARP7P3"
"1607","LINC01477"
"1608","RPL12P40"
"1609","CNDP1"
"1610","LRTM2"
"1611","RPL29P35"
"1612","NDRG3"
"1613","UBASH3A"
"1614","LINC00940"
"1615","DCP1B"
"1616","SLITRK1"
"1617","IFT88"
"1618","BRD7P1"
"1619","RN7SKP205"
"1620","RPL17P45"
"1621","LINC00596"
"1622","CACNA1C-IT1"
"1623","DHRS4-AS1"
"1624","CACNA1C-AS4"
"1625","LINC01916"
"1626","CACNA1C-IT3"
"1627","TWSG1"
"1628","CACNA1C-AS3"
"1629","TMTC4"
"1630","CACNA1C-AS2"
"1631","ITFG2-AS1"
"1632","DHRS4L1"
"1633","LINC01922"
"1634","DOK6"
"1635","CARMIL3"
"1636","CACNA1C"
"1637","KIAA1328"
"1638","RPS21"
"1639","NKILA"
"1640","CPNE6"
"1641","RNU6-1149P"
"1642","RPS2P1"
"1643","RSPH1"
"1644","SS18L1"
"1645","EPSTI1"
"1646","NFATC2"
"1647","ENTR1P1"
"1648","SLC37A1"
"1649","SLC25A51P2"
"1650","NFE2L3P1"
"1651","RN7SKP72"
"1652","RNU6-349P"
"1653","RN7SL282P"
"1654","RN7SL50P"
"1655","MIR4317"
"1656","U3"
"1657","MYO18B"
"1658","RNU6-916P"
"1659","RNU2-27P"
"1660","RNU6-903P"
"1661","RN7SL97P"
"1662","RNU6-1289P"
"1663","MIR302F"
"1664","MIR3975"
"1665","MIR3929"
"1666","MIR4318"
"1667","MIR924"
"1668","MIR5583-2"
"1669","MIR5583-1"
"1670","RNU6-1242P"
"1671","RN7SKP182"
"1672","RNA5SP454"
"1673","RNA5SP455"
"1674","MIR187"
"1675","MIR4743"
"1676","MIR4527"
"1677","RNU6-706P"
"1678","RNU6-708P"
"1679","RNA5SP458"
"1680","RNU6-737P"
"1681","RNU6-116P"
"1682","RN7SL342P"
"1683","RNA5SP456"
"1684","RNU4-17P"
"1685","RNU6-567P"
"1686","MIR5011"
"1687","RNU6-142P"
"1688","RNU6-1037P"
"1689","RN7SL705P"
"1690","RN7SL795P"
"1691","RNA5SP460"
"1692","MIR548AV"
"1693","RNU6-39P"
"1694","TNFRSF19"
"1695","RNU6-655P"
"1696","RPL31P59"
"1697","IGLJCOR18"
"1698","OR11H3P"
"1699","RSPH1-DT"
"1700","RPL21P127"
"1701","OR11J6P"
"1702","IGHV1OR15-1"
"1703","BOD1P1"
"1704","RPS8P10"
"1705","MPHOSPH10P5"
"1706","PIAS2"
"1707","OR4M2-OT1"
"1708","GOLGA6L1"
"1709","PDE9A"
"1710","RPL23AP54"
"1711","TMEM97P2"
"1712","PEBP4"
"1713","OR4N3P"
"1714","COL4A2-AS2"
"1715","OR11J7P"
"1716","IGHV1OR15-3"
"1717","COL4A2-AS1"
"1718","RAB20"
"1719","SERPINE4P"
"1720","NF1P2"
"1721","NAXD-AS1"
"1722","OR6R2P"
"1723","CARS2"
"1724","EIF4EP5"
"1725","RPL5P32"
"1726","LINC03023"
"1727","ZFYVE19"
"1728","GFRA2"
"1729","NRL"
"1730","PCK2"
"1731","SYCP2"
"1732","ADARB2"
"1733","HDHD2"
"1734","SYTL5"
"1735","KLF6"
"1736","SGCZ"
"1737","ATP5F1C"
"1738","LINC01283"
"1739","METTL1P1"
"1740","SC4MOP"
"1741","PLLPP1"
"1742","RPS15AP40"
"1743","HMGB1P16"
"1744","GAPDHP65"
"1745","PGAM1P7"
"1746","ADGRG2"
"1747","IER3IP1"
"1748","WBP1LP3"
"1749","LINC02099"
"1750","RNU6-1131P"
"1751","SKOR2"
"1752","ABCB10P1"
"1753","ZNF519P3"
"1754","MIR3168"
"1755","RN7SL597P"
"1756","KBTBD6"
"1757","EGR3"
"1758","OCA2"
"1759","CALM2P3"
"1760","KBTBD7"
"1761","MORF4L1P4"
"1762","TGIF1"
"1763","MTRF1"
"1764","DCAF11"
"1765","RPL7P52"
"1766","EBF2"
"1767","BNIP3P6"
"1768","SGSM3"
"1769","TRDJ1"
"1770","TRDV2"
"1771","TRAJ60"
"1772","TRDD1"
"1773","TRAJ54"
"1774","CHCHD3P1"
"1775","HSP90AB7P"
"1776","TRAJ49"
"1777","TRDJ3"
"1778","TRDD3"
"1779","TRAJ48"
"1780","TRAJ59"
"1781","TRAJ61"
"1782","TRDC"
"1783","ITIH2"
"1784","RAC1P3"
"1785","NAA16"
"1786","TRAJ58"
"1787","LAMA5"
"1788","TRDJ4"
"1789","TRAJ47"
"1790","TRDJ2"
"1791","TRAJ56"
"1792","KIAA1143P1"
"1793","NUBPL"
"1794","ERICH1"
"1795","OR4H6P"
"1796","DPH6"
"1797","TAF4B"
"1798","ARHGAP16P"
"1799","TRDD2"
"1800","SNX6"
"1801","VPS37A"
"1802","RPLP0P10"
"1803","COX6B1P3"
"1804","C15ORF62"
"1805","RPL4P6"
"1806","MIR3200"
"1807","SPRED1"
"1808","EIF4HP2"
"1809","MORC2"
"1810","RNU6-57P"
"1811","TUBBP2"
"1812","OR7E37P"
"1813","RGCC"
"1814","VWA8"
"1815","FMN1"
"1816","MTND1P37"
"1817","CCDC3"
"1818","LINC03021"
"1819","PMAIP1"
"1820","STC1"
"1821","HMGN1P20"
"1822","DSG4"
"1823","LSM14B"
"1824","KIN"
"1825","TRAJ53"
"1826","KRT8P2"
"1827","TRIM35"
"1828","TRAJ45"
"1829","ATP5MC2P2"
"1830","TRAJ52"
"1831","TRAJ55"
"1832","GLRX5P3"
"1833","TRDV3"
"1834","LINC02307"
"1835","KRT8P1"
"1836","PHACTR3"
"1837","TRAJ51"
"1838","HMGN2P6"
"1839","RPS3AP46"
"1840","H3P29"
"1841","PSMA3P1"
"1842","RCL1"
"1843","PPIAP5"
"1844","TRAJ57"
"1845","GABRG3"
"1846","MAD2L1P1"
"1847","GNRHR2P1"
"1848","RPL31P4"
"1849","PCNX4"
"1850","ACBD7"
"1851","MTND6P19"
"1852","MAK16"
"1853","MTND2P16"
"1854","RPP38"
"1855","PPP1R26P4"
"1856","E2F6P1"
"1857","DSG3"
"1858","DGCR6"
"1859","MIR5006"
"1860","RN7SL515P"
"1861","PIGG"
"1862","RNU6-74P"
"1863","KARS1P1"
"1864","RPS28P8"
"1865","MAPK6P3"
"1866","RNA5SP37"
"1867","RAP2A"
"1868","HNRNPA1P71"
"1869","ITIH5"
"1870","DNAAF4-CCPG1"
"1871","PSMA6P4"
"1872","LPAR6"
"1873","HMBOX1"
"1874","PRTG"
"1875","NAXD"
"1876","RN7SKP44"
"1877","SIX1"
"1878","TTR"
"1879","FITM1"
"1880","PSME1"
"1881","CELSR1P1"
"1882","HNRNPA1P41"
"1883","RPS29P33"
"1884","PPP2R5E"
"1885","JKAMPP1"
"1886","PABPC1P11"
"1887","BRD10"
"1888","DGCR11"
"1889","RPL28P6"
"1890","CDH2"
"1891","DNAL4"
"1892","KRR1P1"
"1893","GJA3"
"1894","LINC00556"
"1895","GJB2"
"1896","RAD51"
"1897","GJB6"
"1898","CBX6"
"1899","RPS27AP14"
"1900","CNTLN"
"1901","FRG2EP"
"1902","TCEA2"
"1903","MRC1"
"1904","APOBEC3B"
"1905","FUT10"
"1906","ZMYM2"
"1907","AKAP8P1"
"1908","FTH1P12"
"1909","TMEM215"
"1910","DMRTA1"
"1911","UNC5D"
"1912","HAUS6"
"1913","APOBEC3C"
"1914","APOBEC3F"
"1915","CKS1BP2"
"1916","CUBN"
"1917","EMC9"
"1918","APOBEC3G"
"1919","MIR4744"
"1920","PRR13P4"
"1921","RPL17-C18ORF32"
"1922","LINC00504"
"1923","RPL31P42"
"1924","MTCO3P30"
"1925","LINC01242"
"1926","CLIC4P1"
"1927","GARIN3P1"
"1928","SAMM50P1"
"1929","SLC2A9"
"1930","PSIP1"
"1931","PSME2"
"1932","STYX"
"1933","GOLM2"
"1934","MIR1539"
"1935","SNORD58C"
"1936","TAB1"
"1937","SNORD58A"
"1938","SNORD58B"
"1939","SRP72P1"
"1940","LIPG"
"1941","MRPL49P2"
"1942","MSR1"
"1943","GATA5"
"1944","ATP5F1CP1"
"1945","L3HYPDH"
"1946","RBL1"
"1947","EIF1AXP2"
"1948","TRDMT1"
"1949","MGAT3"
"1950","C14ORF39"
"1951","RPL21P46"
"1952","DHX15"
"1953","MIEF1"
"1954","SLC35E1P1"
"1955","RNU2-7P"
"1956","EEF1AKMT1"
"1957","DYM"
"1958","RANP8"
"1959","CNOT4P1"
"1960","PPIAP27"
"1961","RPSAP54"
"1962","LATS2"
"1963","OR11K1P"
"1964","SHC4"
"1965","LATS2-AS1"
"1966","RNU4-9P"
"1967","RPS12P23"
"1968","IPPKP1"
"1969","CENPJ"
"1970","RPL17P2"
"1971","SIX6"
"1972","CDC42P6"
"1973","RAB40C"
"1974","ZNF595"
"1975","SIX4"
"1976","SRSF10P1"
"1977","RNU1-46P"
"1978","MEX3C"
"1979","AGGF1P10"
"1980","RNA5SP459"
"1981","RPL7P3"
"1982","PIEZO1P1"
"1983","LINC02970"
"1984","RPS19BP1"
"1985","DNAJB6P2"
"1986","SALL4P7"
"1987","ADRM1"
"1988","PPM1A"
"1989","DPYSL2"
"1990","TCF4"
"1991","CPZ"
"1992","APTX"
"1993","MIR7703"
"1994","RNF31"
"1995","DNAJA1P6"
"1996","SLC25A18"
"1997","NHLRC4"
"1998","CCDC175"
"1999","APH1B"
"2000","MINDY3"
"2001","RAI2"
"2002","FAM234A"
"2003","SCOCP1"
"2004","DHRS7"
"2005","PHF20"
"2006","RBM39P1"
"2007","CTPS2"
"2008","RPL34P27"
"2009","ELOBP1"
"2010","RNU6-78P"
"2011","RN7SL741P"
"2012","STK32B"
"2013","RNY1P3"
"2014","SHISA2"
"2015","RXFP2"
"2016","ATP6V1E1"
"2017","ZNF33BP1"
"2018","ARMC3"
"2019","FRMD5"
"2020","HSPA8P13"
"2021","FRY"
"2022","SLC25A37"
"2023","PCNX1"
"2024","MSX1"
"2025","LINC00322"
"2026","RPS21P4"
"2027","SIK1"
"2028","WEE1P1"
"2029","CYTL1"
"2030","MBOAT4"
"2031","DOCK5"
"2032","GAPDHP1"
"2033","S100G"
"2034","MKI67P1"
"2035","TRMT44"
"2036","H2AP"
"2037","MIR3198-1"
"2038","RP2"
"2039","HSF2BP"
"2040","MICAL3"
"2041","RNA5SP383"
"2042","IRF9"
"2043","COX7BP2"
"2044","LLPHP1"
"2045","MRPS11P1"
"2046","RN7SKP69"
"2047","RN7SL547P"
"2048","RN7SL607P"
"2049","RN7SKP111"
"2050","RNU6-1257P"
"2051","MBTPS2"
"2052","RN7SL690P"
"2053","RNU1-23P"
"2054","RNA5SP528"
"2055","MIR4755"
"2056","RNU4-40P"
"2057","RNU6-937P"
"2058","RNU6-639P"
"2059","RNA5SP532"
"2060","RN7SL116P"
"2061","RN7SL680P"
"2062","RNU7-144P"
"2063","RNU6-347P"
"2064","RNU7-6P"
"2065","RNU6-497P"
"2066","RNA5SP487"
"2067","MIR3194"
"2068","RNU6-929P"
"2069","RNU4ATAC7P"
"2070","RNU7-141P"
"2071","MIR1-1"
"2072","MIR133A2"
"2073","MIR4758"
"2074","RNU6-563P"
"2075","RBPJL"
"2076","SNRPCP13"
"2077","RPL31P1"
"2078","H2BC12L"
"2079","DRD5"
"2080","MIR6070"
"2081","DNMT3L"
"2082","MOB1AP2"
"2083","SIAH1P1"
"2084","MAGEB17"
"2085","RPP40P1"
"2086","LDB2"
"2087","FAM47B"
"2088","SCML2"
"2089","OR4Q1P"
"2090","CTDSPL2"
"2091","RPP38-DT"
"2092","ACTR3BP5"
"2093","PABPC1P12"
"2094","RPS24P13"
"2095","ZNF37CP"
"2096","PIP4K2A"
"2097","SDC4"
"2098","SINHCAFP3"
"2099","HMBOX1-IT1"
"2100","CCT3P1"
"2101","REC8"
"2102","HMGB1P23"
"2103","RPL10P18"
"2104","SYS1"
"2105","DNMT3L-AS1"
"2106","AIRE"
"2107","LEPROTL1"
"2108","CTNNBL1P1"
"2109","YBX1P8"
"2110","PYY3"
"2111","NANOGP10"
"2112","NFYCP1"
"2113","EFHC2"
"2114","SYS1-DBNDD2"
"2115","EEF1DP3"
"2116","GPHB5"
"2117","PDS5B"
"2118","CHST7"
"2119","ATP5F1AP4"
"2120","ADRA1A"
"2121","SALRNA1"
"2122","C10ORF67"
"2123","CHTF8P1"
"2124","TP53TG5"
"2125","CCNYL5"
"2126","MNAT1"
"2127","PFKL"
"2128","CLCN5"
"2129","CCNB2"
"2130","RPS4XP11"
"2131","MALRD1"
"2132","NDUFB4P10"
"2133","LINC01711"
"2134","STX16-NPEPL1"
"2135","NPEPL1"
"2136","DUSP26"
"2137","IPO4"
"2138","ECM1P2"
"2139","ST8SIA6"
"2140","VPS51P18"
"2141","MTND5P41"
"2142","NKX3-1"
"2143","ADGRA3"
"2144","AXIN1"
"2145","MKX"
"2146","CCDC177"
"2147","CCDC171"
"2148","RNY1P4"
"2149","LDHAL6B"
"2150","SCAND3P1"
"2151","PHB1P13"
"2152","RPL17P33"
"2153","RNY4P30"
"2154","CTAGE10P"
"2155","RPL21P80"
"2156","JKAMP"
"2157","RNY4P9"
"2158","DAOA-AS1"
"2159","LOXL2"
"2160","COPS2"
"2161","UTP14C"
"2162","THSD1P1"
"2163","INTS6"
"2164","CHMP5P1"
"2165","MAGEB10"
"2166","GDF2"
"2167","ITIH6"
"2168","MIR296"
"2169","MIR298"
"2170","ODAD2"
"2171","RPL10AP2"
"2172","PAICSP4"
"2173","NELFCD"
"2174","RPL23P10"
"2175","MTCYBP19"
"2176","PTCHD1"
"2177","PSME2P5"
"2178","PCMTD1"
"2179","SYAP1"
"2180","MTMR8"
"2181","ABCA3"
"2182","GPR78"
"2183","HMGB3P23"
"2184","LINC03106"
"2185","SH3GL2"
"2186","VENTXP5"
"2187","MTND6P20"
"2188","BNIP3L"
"2189","ZFRP1"
"2190","CDKL5"
"2191","RFPL4AP3"
"2192","OR7E84P"
"2193","OR7E86P"
"2194","RPS26P2"
"2195","C4ORF19"
"2196","CHCHD4P3"
"2197","CFAP410"
"2198","LURAP1L"
"2199","LINC01627"
"2200","RHOJ"
"2201","HMGN2P16"
"2202","BOLA3P4"
"2203","ASS1P12"
"2204","SLC4A1APP1"
"2205","KCTD9P3"
"2206","RBPJP6"
"2207","NFX1"
"2208","TBC1D19"
"2209","CHEK2P5"
"2210","ITGA8"
"2211","LINC02063"
"2212","ICE1"
"2213","SOCS4"
"2214","MIR648"
"2215","RHEBP3"
"2216","ARL2BPP10"
"2217","KIF13B"
"2218","KCNH5"
"2219","LRRC3"
"2220","SMAD6"
"2221","TSPEAR"
"2222","MIR4764"
"2223","SNORA50B"
"2224","LARGE-IT1"
"2225","RN7SL320P"
"2226","SNRPGP11"
"2227","MIR4703"
"2228","RNU6-65P"
"2229","RNY1P6"
"2230","RN7SL413P"
"2231","ATP5PBP1"
"2232","CCDC70"
"2233","TRMU"
"2234","FXYD6P1"
"2235","CICP9"
"2236","HNRNPRP1"
"2237","GPR18"
"2238","SLC39A12"
"2239","MTUS2"
"2240","SLTM"
"2241","ADAMTS16"
"2242","SUSD6"
"2243","TNFSF13B"
"2244","KRTAP10-1"
"2245","KRTAP10-2"
"2246","PARP1P2"
"2247","KRTAP10-3"
"2248","KRTAP10-5"
"2249","AKR1B1P5"
"2250","KRTAP10-6"
"2251","KRTAP10-7"
"2252","PTTG1P1"
"2253","KRTAP10-8"
"2254","KRTAP10-10"
"2255","KRTAP10-11"
"2256","TUBB1"
"2257","KRTAP12-4"
"2258","KRTAP12-3"
"2259","RAP1AP"
"2260","KRTAP12-2"
"2261","IMMTP1"
"2262","RMB8AP1"
"2263","KRTAP12-1"
"2264","TUBBP3"
"2265","KRTAP12-5P"
"2266","KRTAP10-13P"
"2267","NCOA4P1"
"2268","UBE2G2"
"2269","RPL23AP71"
"2270","ATP5F1E"
"2271","EGLN3"
"2272","FTLP4"
"2273","ATP5F1AP1"
"2274","MISP"
"2275","GRHPR"
"2276","AMD1P1"
"2277","ZFAND4"
"2278","ATP8A2P3"
"2279","PRUNE1P1"
"2280","RNF6"
"2281","OR4F8P"
"2282","WBP1LP11"
"2283","ARID3A"
"2284","PRELID3B"
"2285","LINC02145"
"2286","FASTKD3"
"2287","GET4"
"2288","GMDS"
"2289","SNX18P27"
"2290","IDI1P2"
"2291","COX6B1P4"
"2292","DCTN6"
"2293","PTTG1IP"
"2294","SPTSSA"
"2295","MRPS16P2"
"2296","GDF5-AS1"
"2297","LINC02152"
"2298","CFAP47"
"2299","THAP12P6"
"2300","GDF5"
"2301","ATP8A2"
"2302","SBNO2"
"2303","TMEM204"
"2304","GTF3AP2"
"2305","HNRNPUP1"
"2306","RPL9P6"
"2307","PLEKHD1"
"2308","MTCO3P44"
"2309","LINC02270"
"2310","MIR1289-1"
"2311","C20ORF173"
"2312","UNKL"
"2313","MTCO1P31"
"2314","TM9SF1"
"2315","ADCY2"
"2316","SLIT2"
"2317","LINC00163"
"2318","RPL36P4"
"2319","PPP2R2A"
"2320","RPL37P1"
"2321","YBX1P1"
"2322","LINC00165"
"2323","ATP5F1AP10"
"2324","POFUT2"
"2325","FKBP4P7"
"2326","LTBP2"
"2327","INTS1"
"2328","MYO3A"
"2329","RN7SKP271"
"2330","RNU6-759P"
"2331","RBM12"
"2332","PAX5"
"2333","EXOC2"
"2334","FITM2"
"2335","RPL37AP1"
"2336","TTPAL"
"2337","SSBL2P"
"2338","FAM236B"
"2339","NDP"
"2340","YY2"
"2341","GAPDHP43"
"2342","ETF1P3"
"2343","YWHAZP7"
"2344","DYNLT3"
"2345","SECISBP2L"
"2346","FAM136EP"
"2347","GRAMD4"
"2348","SERINC3"
"2349","ARHGDIG"
"2350","TSSK4"
"2351","AKAP4"
"2352","SACS"
"2353","CHMP4A"
"2354","CELSR1"
"2355","FOXF2-DT"
"2356","MARCHF11"
"2357","RADIL"
"2358","EEF1E1"
"2359","IFT140"
"2360","MTCO1P30"
"2361","MAOB"
"2362","HMGB3P3"
"2363","C2CD4C"
"2364","PCBP3-AS1"
"2365","PKIG"
"2366","SEMA5A"
"2367","ONECUT3"
"2368","PCBP3"
"2369","PALM"
"2370","RPL34P16"
"2371","BLOC1S5"
"2372","FAM138D"
"2373","RPL22P16"
"2374","MDP1"
"2375","DDX11L8"
"2376","ENTPD4-DT"
"2377","MAP2K1P1"
"2378","ENTPD4"
"2379","FERRY3"
"2380","OR7E59P"
"2381","PER3P1"
"2382","MEOX2"
"2383","FTLP19"
"2384","ZNF33CP"
"2385","ANKRD10-IT1"
"2386","MSRB2"
"2387","PARP1P1"
"2388","RPS3P4"
"2389","ARHGEF7-IT1"
"2390","RPL5P20"
"2391","TEX29"
"2392","HSPA8P8"
"2393","JARID2-DT"
"2394","EEF1E1-BLOC1S5"
"2395","YWHAZP8"
"2396","KPNA4P1"
"2397","VSIG4"
"2398","KDM1B"
"2399","HERC1"
"2400","KCTD12"
"2401","BTF3P11"
